交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2017/5/11,TXO,201706,9900,買權,158,174,150,150,1367,171,4924,170,172,242,52,,一般
2017/5/11,TXO,201706,9900,賣權,107,115,95,95,3490,96,8550,96,97,376,95,,一般
2017/5/11,TXO,201706,10000,買權,102,120,99,99,5482,117,22566,116,117,207,32,,一般
2017/5/11,TXO,201706,10000,賣權,158,164,139,139,2360,141,3486,141,142,1030,139,,一般
2017/5/11,TXO,201706,10200,買權,39.5,48,38,38,8906,45.5,36613,45.5,46,110,11,,一般
2017/5/11,TXO,201706,10200,賣權,294,300,268,268,385,272,458,266,276,615,268,,一般
2017/5/11,TXO,201706,10400,買權,12.5,17,12.5,12.5,6154,15.5,28630,15.5,16.5,84,5,,一般
2017/5/11,TXO,201706,10400,賣權,450,455,440,440,21,441,131,436,446,1350,415,,一般
2017/5/11,TXO,201706,10600,買權,5,6.1,4.6,4.6,3284,5.6,11800,5.5,5.7,29,2.4,,一般
2017/5/11,TXO,201706,10600,賣權,630,650,630,630,4,630,26,625,635,995,630,,一般
2017/5/11,TXO,201706,10800,買權,2,2.4,2,2,969,2.4,8008,2.2,2.4,30,1.1,,一般
2017/5/11,TXO,201706,10800,賣權,-,-,-,-,0,830,16,-,-,-,-,,一般
2017/5/11,TXO,201706,11000,買權,1.1,1.2,0.9,0.9,160,1.2,1107,0.9,4.1,7.4,0.4,,一般
2017/5/11,TXO,201706,11000,賣權,1030,1030,1030,1030,2,1030,7,855,1510,1260,1030,,一般
2017/5/11,TXO,201706,11200,買權,0.5,0.7,0.5,0.5,125,0.6,8090,0.4,332,11.5,0.3,,一般
2017/5/11,TXO,201706,11200,賣權,-,-,-,-,0,1220,2,-,-,-,-,,一般
2017/5/11,TXO,201706,11400,買權,-,-,-,-,0,0.3,310,-,-,-,-,,一般
2017/5/11,TXO,201706,11400,賣權,-,-,-,-,0,1420,0,-,-,-,-,,一般
2017/5/11,TXO,201706,11600,買權,-,-,-,-,0,0.1,1737,-,-,-,-,,一般
2017/5/11,TXO,201706,11600,賣權,-,-,-,-,0,1620,12,-,-,-,-,,一般
2017/5/11,TXO,201706,11800,買權,-,-,-,-,0,0.1,245,-,-,-,-,,一般
2017/5/11,TXO,201706,11800,賣權,-,-,-,-,0,1820,0,-,-,-,-,,一般
2017/5/11,TXO,201706,12000,買權,0.3,0.3,0.3,0.3,30,0.1,442,0.2,50,2,0.2,,一般
2017/5/11,TXO,201706,12000,賣權,-,-,-,-,0,2020,0,-,-,-,-,,一般
2017/5/11,TXO,201707,8100,買權,-,-,-,-,0,1710,0,-,-,-,-,,一般
2017/5/11,TXO,201707,8100,賣權,3.7,3.7,3.1,3.1,112,3.4,1062,3,3.5,14.5,3.1,,一般
2017/5/11,TXO,201707,8200,買權,-,-,-,-,0,1610,0,-,-,-,-,,一般
2017/5/11,TXO,201707,8200,賣權,4,4.2,4,4,65,4,593,2.3,4.4,17.5,3.8,,一般
2017/5/11,TXO,201707,8300,買權,-,-,-,-,0,1510,0,-,-,-,-,,一般
2017/5/11,TXO,201707,8300,賣權,4.6,4.6,4.6,4.6,1,4.6,345,4.6,5.2,22,4.6,,一般
2017/5/11,TXO,201707,8400,買權,-,-,-,-,0,1410,0,-,-,-,-,,一般
2017/5/11,TXO,201707,8400,賣權,6.1,6.1,5.6,5.6,8,5.6,291,5.2,10,25,5.1,,一般
2017/5/11,TXO,201707,8500,買權,-,-,-,-,0,1310,0,-,-,-,-,,一般
2017/5/11,TXO,201707,8500,賣權,6.4,6.4,6.3,6.3,21,6.3,417,4,6.4,33.5,6.3,,一般
2017/5/11,TXO,201707,8600,買權,-,-,-,-,0,1210,0,-,-,-,-,,一般
2017/5/11,TXO,201707,8600,賣權,8.4,8.4,7.4,7.4,57,7.6,374,7.3,8,42,7.4,,一般
2017/5/11,TXO,201707,8700,買權,-,-,-,-,0,1110,0,-,-,-,-,,一般
2017/5/11,TXO,201707,8700,賣權,8.5,8.9,8.5,8.5,38,8.7,603,6.2,15,51,8.5,,一般
2017/5/11,TXO,201707,8800,買權,-,-,-,-,0,1020,0,-,-,-,-,,一般
2017/5/11,TXO,201707,8800,賣權,11,11,10,10,106,10,1895,10,27.5,64,10,,一般
2017/5/11,TXO,201707,8900,買權,-,-,-,-,0,920,2,-,-,-,-,,一般
2017/5/11,TXO,201707,8900,賣權,13.5,13.5,12,12,182,12,1473,11,14,87,12,,一般
2017/5/11,TXO,201707,9000,買權,-,-,-,-,0,820,1,-,-,-,-,,一般
2017/5/11,TXO,201707,9000,賣權,17.5,18,15,15,262,15.5,4281,15,16,100,15,,一般
2017/5/11,TXO,201707,9100,買權,-,-,-,-,0,725,1,-,-,-,-,,一般
2017/5/11,TXO,201707,9100,賣權,22.5,23,19.5,19.5,443,19.5,1711,19.5,20.5,120,19.5,,一般
2017/5/11,TXO,201707,9200,買權,-,-,-,-,0,635,6,-,-,-,-,,一般
2017/5/11,TXO,201707,9200,賣權,30,30,25,25,394,26.5,1954,25,27,155,25,,一般
2017/5/11,TXO,201707,9300,買權,-,-,-,-,0,545,13,-,-,-,-,,一般
2017/5/11,TXO,201707,9300,賣權,41.5,41.5,35,35,392,36.5,1803,36,38.5,189,35,,一般
2017/5/11,TXO,201707,9400,買權,-,-,-,-,0,456,50,-,-,-,-,,一般
2017/5/11,TXO,201707,9400,賣權,56,57,47.5,47.5,763,49.5,1789,48.5,50,210,47.5,,一般
2017/5/11,TXO,201707,9500,買權,355,374,353,353,103,370,326,171,935,374,169,,一般
2017/5/11,TXO,201707,9500,賣權,77,77,66,66,708,67,1758,67,68,264,66,,一般
2017/5/11,TXO,201707,9600,買權,286,302,282,282,30,302,186,283,330,302,126,,一般
2017/5/11,TXO,201707,9600,賣權,100,106,90,90,938,91,3853,90,94,330,90,,一般
2017/5/11,TXO,201707,9700,買權,213,235,213,213,109,233,321,232,260,235,92,,一般
2017/5/11,TXO,201707,9700,賣權,131,141,122,122,475,122,1206,122,132,327,122,,一般
2017/5/11,TXO,201707,9800,買權,158,181,155,155,316,178,791,175,188,181,61,,一般
2017/5/11,TXO,201707,9800,賣權,187,187,166,166,66,172,398,143,177,383,166,,一般
2017/5/11,TXO,201707,9900,買權,112,132,112,112,110,130,814,130,520,132,40,,一般
2017/5/11,TXO,201707,9900,賣權,228,233,218,218,26,223,229,224,231,440,218,,一般
2017/5/11,TXO,201707,10000,買權,78,95,78,78,588,94,1701,93,95,95,25.5,,一般
2017/5/11,TXO,201707,10000,賣權,312,312,283,283,38,283,161,280,715,437,283,,一般
2017/5/11,TXO,201707,10200,買權,35,48.5,35,35,2247,48.5,6950,45,50,48.5,10.5,,一般
2017/5/11,TXO,201707,10200,賣權,444,452,435,435,40,441,53,370,545,457,369,,一般
2017/5/11,TXO,201707,10400,買權,15,21,15,15,1268,21,5309,20.5,21.5,21,4.7,,一般
2017/5/11,TXO,201707,10400,賣權,-,-,-,-,0,615,0,-,-,-,-,,一般
2017/5/11,TXO,201707,10600,買權,7.7,10,7,7,508,10,972,9.6,10,10,2.8,,一般
2017/5/11,TXO,201707,10600,賣權,-,-,-,-,0,800,0,-,-,-,-,,一般
2017/5/11,TXO,201707,10800,買權,4,5,3.8,3.8,349,4.8,222,3.5,5,5,1.7,,一般
2017/5/11,TXO,201707,10800,賣權,-,-,-,-,0,995,0,-,-,-,-,,一般
2017/5/11,TXO,201707,11000,買權,2.2,2.7,2.1,2.1,226,2.5,257,-,2.7,2.7,1,,一般
2017/5/11,TXO,201707,11000,賣權,-,-,-,-,0,1190,0,-,-,-,-,,一般
2017/5/11,TXO,201707,11200,買權,1.7,1.7,1.7,1.7,8,1.7,20,-,1.7,1.7,1,,一般
2017/5/11,TXO,201707,11200,賣權,-,-,-,-,0,1390,0,-,-,-,-,,一般
2017/5/11,TXO,201707,11400,買權,1.1,1.1,1.1,1.1,4,1.1,304,-,1.1,1.1,0.6,,一般
2017/5/11,TXO,201707,11400,賣權,-,-,-,-,0,1590,0,-,-,-,-,,一般
2017/5/11,TXO,201707,11600,買權,0.8,0.8,0.8,0.8,25,0.8,36,0.4,0.9,0.8,0.5,,一般
2017/5/11,TXO,201707,11600,賣權,-,-,-,-,0,1790,0,-,-,-,-,,一般
2017/5/11,TXO,201709,7200,買權,-,-,-,-,0,2390,25,-,-,-,-,,一般
2017/5/11,TXO,201709,7200,賣權,7.3,7.3,6.7,6.7,143,6.7,6076,6,7.3,72,5.8,,一般
2017/5/11,TXO,201709,7400,買權,-,-,-,-,0,2190,0,-,-,-,-,,一般
2017/5/11,TXO,201709,7400,賣權,9.1,9.1,8.2,8.2,18,8.5,1717,8.3,8.6,92,7.1,,一般
2017/5/11,TXO,201709,7600,買權,-,-,-,-,0,1990,5,-,-,-,-,,一般
2017/5/11,TXO,201709,7600,賣權,10,10.5,9.9,9.9,9,9.9,1010,9.8,10.5,116,9.2,,一般
2017/5/11,TXO,201709,7800,買權,-,-,-,-,0,1790,5,-,-,-,-,,一般
2017/5/11,TXO,201709,7800,賣權,13.5,13.5,12,12,101,12.5,2110,11.5,12.5,148,11,,一般
2017/5/11,TXO,201709,8000,買權,-,-,-,-,0,1600,14,-,-,-,-,,一般
2017/5/11,TXO,201709,8000,賣權,16,16,15,15,157,15.5,2096,15,15.5,186,14,,一般
2017/5/11,TXO,201709,8200,買權,-,-,-,-,0,1400,2,-,-,-,-,,一般
2017/5/11,TXO,201709,8200,賣權,19.5,20.5,19,19,175,19,1909,19,20.5,236,19,,一般
2017/5/11,TXO,201709,8400,買權,-,-,-,-,0,1210,30,-,-,-,-,,一般
2017/5/11,TXO,201709,8400,賣權,28.5,28.5,25,25,442,27,2214,25,33.5,293,25,,一般
2017/5/11,TXO,201709,8600,買權,-,-,-,-,0,1020,44,-,-,-,-,,一般
2017/5/11,TXO,201709,8600,賣權,40.5,40.5,36.5,36.5,300,37,1752,37,37.5,363,36.5,,一般
2017/5/11,TXO,201709,8800,買權,-,-,-,-,0,835,223,-,-,-,-,,一般
2017/5/11,TXO,201709,8800,賣權,60,60,53,53,101,53,2402,52,55,451,53,,一般
2017/5/11,TXO,201709,9000,買權,-,-,-,-,0,665,328,-,-,-,-,,一般
2017/5/11,TXO,201709,9000,賣權,87,92,81,81,274,81,1441,81,84,560,81,,一般
2017/5/11,TXO,201709,9200,買權,494,505,494,494,3,505,472,406,515,580,203,,一般
2017/5/11,TXO,201709,9200,賣權,136,136,122,122,461,125,1119,120,127,650,122,,一般
2017/5/11,TXO,201709,9400,買權,358,365,358,358,6,368,621,368,380,450,145,,一般
2017/5/11,TXO,201709,9400,賣權,181,201,181,181,112,182,925,180,186,715,181,,一般
2017/5/11,TXO,201709,9600,買權,242,260,240,240,69,255,1404,254,264,331,98,,一般
2017/5/11,TXO,201709,9600,賣權,285,285,268,268,49,268,486,152,271,870,251,,一般
2017/5/11,TXO,201709,9800,買權,151,170,151,151,63,168,2220,166,170,251,64,,一般
2017/5/11,TXO,201709,9800,賣權,380,380,380,380,8,380,322,371,384,815,380,,一般
2017/5/11,TXO,201709,10000,買權,93,108,93,93,123,105,3695,104,110,180,42,,一般
2017/5/11,TXO,201709,10000,賣權,-,-,-,-,0,520,79,-,-,-,-,,一般
2017/5/11,TXO,201709,10400,買權,34.5,40.5,34.5,34.5,376,40,6110,39.5,41,90,15.5,,一般
2017/5/11,TXO,201709,10400,賣權,760,760,760,760,1,850,7,740,960,1520,760,,一般
2017/5/11,TXO,201709,10800,買權,13,15.5,13,13,309,15,5078,14,15,41.5,6.7,,一般
2017/5/11,TXO,201709,10800,賣權,-,-,-,-,0,1230,4,-,-,-,-,,一般
2017/5/11,TXO,201709,11200,買權,6.4,6.8,5.9,5.9,54,6.8,2827,6.6,7.5,18,3.3,,一般
2017/5/11,TXO,201709,11200,賣權,-,-,-,-,0,1620,15,-,-,-,-,,一般
2017/5/11,TXO,201709,11600,買權,3.3,3.5,3.3,3.3,31,3.4,1620,3.4,3.6,9.9,1.6,,一般
2017/5/11,TXO,201709,11600,賣權,-,-,-,-,0,2010,0,-,-,-,-,,一般
2017/5/11,TXO,201709,12000,買權,2,2.2,1.8,1.8,19,2.2,2601,1.8,2.2,6.4,0.9,,一般
2017/5/11,TXO,201709,12000,賣權,-,-,-,-,0,2410,0,-,-,-,-,,一般
2017/5/11,TXO,201712,7600,買權,-,-,-,-,0,1970,0,-,-,-,-,,一般
2017/5/11,TXO,201712,7600,賣權,26,26,23.5,23.5,305,23.5,4463,23.5,25,62,23.5,,一般
2017/5/11,TXO,201712,7800,買權,-,-,-,-,0,1770,0,-,-,-,-,,一般
2017/5/11,TXO,201712,7800,賣權,34,34,31,31,70,31,1117,31,35,78,31,,一般
2017/5/11,TXO,201712,8000,買權,-,-,-,-,0,1580,0,-,-,-,-,,一般
2017/5/11,TXO,201712,8000,賣權,41.5,42.5,39,39,81,39.5,1482,38,39,97,39,,一般
2017/5/11,TXO,201712,8200,買權,-,-,-,-,0,1400,0,-,-,-,-,,一般
2017/5/11,TXO,201712,8200,賣權,56,56,53,53,33,53,1336,52,54,127,53,,一般
2017/5/11,TXO,201712,8400,買權,-,-,-,-,0,1220,38,-,-,-,-,,一般
2017/5/11,TXO,201712,8400,賣權,76,76,70,70,79,72,1496,38,75,162,70,,一般
2017/5/11,TXO,201712,8600,買權,-,-,-,-,0,1040,21,-,-,-,-,,一般
2017/5/11,TXO,201712,8600,賣權,99,99,95,95,206,95,1361,95,98,206,95,,一般
2017/5/11,TXO,201712,8800,買權,-,-,-,-,0,870,48,-,-,-,-,,一般
2017/5/11,TXO,201712,8800,賣權,135,136,126,126,288,126,951,126,130,268,126,,一般
2017/5/11,TXO,201712,9000,買權,710,710,710,710,2,710,107,423,1060,760,515,,一般
2017/5/11,TXO,201712,9000,賣權,182,182,167,167,130,169,1010,161,178,332,167,,一般
2017/5/11,TXO,201712,9200,買權,565,570,560,560,21,575,58,510,885,630,405,,一般
2017/5/11,TXO,201712,9200,賣權,232,235,224,224,37,224,722,220,236,412,224,,一般
2017/5/11,TXO,201712,9400,買權,439,452,439,439,4,445,95,444,460,490,300,,一般
2017/5/11,TXO,201712,9400,賣權,312,312,295,295,62,295,268,295,316,500,295,,一般
2017/5/11,TXO,201712,9600,買權,326,340,325,325,23,337,228,335,350,400,216,,一般
2017/5/11,TXO,201712,9600,賣權,405,405,386,386,16,386,102,386,402,620,386,,一般
2017/5/11,TXO,201712,9800,買權,237,253,237,237,31,247,508,247,253,314,152,,一般
2017/5/11,TXO,201712,9800,賣權,510,510,494,494,42,496,191,496,515,755,494,,一般
2017/5/11,TXO,201712,10000,買權,166,180,166,166,122,176,1956,174,179,233,100,,一般
2017/5/11,TXO,201712,10000,賣權,650,650,625,625,6,625,148,610,640,905,625,,一般
2017/5/11,TXO,201712,10400,買權,77,86,77,77,466,85,3860,84,86,124,42.5,,一般
2017/5/11,TXO,201712,10400,賣權,-,-,-,-,0,920,20,-,-,-,-,,一般
2017/5/11,TXO,201712,10800,買權,34,39,34,34,267,37,3809,36.5,38.5,60,17.5,,一般
2017/5/11,TXO,201712,10800,賣權,-,-,-,-,0,1280,0,-,-,-,-,,一般
2017/5/11,TXO,201712,11200,買權,16.5,18,16,16,180,18,2868,17,18,29.5,9,,一般
2017/5/11,TXO,201712,11200,賣權,-,-,-,-,0,1650,0,-,-,-,-,,一般
2017/5/11,TXO,201712,11600,買權,8.5,9.1,8.3,8.3,12,9.1,1769,8.7,9.2,14,4.7,,一般
2017/5/11,TXO,201712,11600,賣權,-,-,-,-,0,2040,0,-,-,-,-,,一般
2017/5/11,TXO,201712,12000,買權,4.7,5.5,4.7,4.7,6,5.5,5802,4.7,5.5,8,2.1,,一般
2017/5/11,TXO,201712,12000,賣權,-,-,-,-,0,2440,0,-,-,-,-,,一般
2017/5/12,TXO,201705,8100,買權,-,-,-,-,0,1880,5,-,-,-,-,,一般
2017/5/12,TXO,201705,8100,賣權,-,-,-,-,0,0.1,4646,-,-,-,-,,一般
2017/5/12,TXO,201705,8200,買權,-,-,-,-,0,1780,2,-,-,-,-,,一般
2017/5/12,TXO,201705,8200,賣權,-,-,-,-,0,0.1,1869,-,-,-,-,,一般
2017/5/12,TXO,201705,8300,買權,-,-,-,-,0,1680,2,-,-,-,-,,一般
2017/5/12,TXO,201705,8300,賣權,-,-,-,-,0,0.1,2776,-,-,-,-,,一般
2017/5/12,TXO,201705,8400,買權,-,-,-,-,0,1580,3,-,-,-,-,,一般
2017/5/12,TXO,201705,8400,賣權,-,-,-,-,0,0.1,2316,-,-,-,-,,一般
2017/5/12,TXO,201705,8500,買權,-,-,-,-,0,1480,3,-,-,-,-,,一般
2017/5/12,TXO,201705,8500,賣權,0.1,0.2,0.1,0.1,21,0.1,3719,-,0.2,19,0.1,,一般
2017/5/12,TXO,201705,8600,買權,-,-,-,-,0,1380,54,-,-,-,-,,一般
2017/5/12,TXO,201705,8600,賣權,0.1,0.1,0.1,0.1,20,0.1,7601,0.1,0.2,24,0.1,,一般
2017/5/12,TXO,201705,8700,買權,-,-,-,-,0,1280,12,-,-,-,-,,一般
2017/5/12,TXO,201705,8700,賣權,0.2,0.2,0.1,0.1,173,0.1,24134,-,0.2,30.5,0.1,,一般
2017/5/12,TXO,201705,8800,買權,-,-,-,-,0,1180,61,-,-,-,-,,一般
2017/5/12,TXO,201705,8800,賣權,0.2,0.2,0.1,0.1,67,0.1,20999,-,0.2,38,0.1,,一般
2017/5/12,TXO,201705,8900,買權,-,-,-,-,0,1080,13,-,-,-,-,,一般
2017/5/12,TXO,201705,8900,賣權,0.2,0.2,0.1,0.1,401,0.1,10054,-,0.1,48,0.1,,一般
2017/5/12,TXO,201705,9000,買權,-,-,-,-,0,980,20,-,-,-,-,,一般
2017/5/12,TXO,201705,9000,賣權,0.2,0.2,0.1,0.1,139,0.1,12779,-,0.2,61,0.1,,一般
2017/5/12,TXO,201705,9100,買權,-,-,-,-,0,880,56,-,-,-,-,,一般
2017/5/12,TXO,201705,9100,賣權,0.2,0.2,0.2,0.2,36,0.2,12627,0.1,0.2,77,0.2,,一般
2017/5/12,TXO,201705,9200,買權,-,-,-,-,0,780,91,-,-,-,-,,一般
2017/5/12,TXO,201705,9200,賣權,0.3,0.3,0.1,0.1,269,0.2,17905,0.1,0.3,97,0.1,,一般
2017/5/12,TXO,201705,9300,買權,685,685,675,675,10,680,133,680,1010,930,332,,一般
2017/5/12,TXO,201705,9300,賣權,0.4,0.4,0.2,0.2,237,0.3,21483,0.2,0.4,122,0.2,,一般
2017/5/12,TXO,201705,9400,買權,575,575,575,575,5,580,497,525,675,595,254,,一般
2017/5/12,TXO,201705,9400,賣權,0.5,0.5,0.2,0.2,970,0.3,27039,0.2,0.4,152,0.2,,一般
2017/5/12,TXO,201705,9500,買權,486,495,471,471,15,481,971,460,515,495,183,,一般
2017/5/12,TXO,201705,9500,賣權,0.7,0.7,0.3,0.3,2064,0.4,41706,0.3,0.4,190,0.3,,一般
2017/5/12,TXO,201705,9600,買權,386,391,373,373,42,381,2428,360,384,411,122,,一般
2017/5/12,TXO,201705,9600,賣權,1,1.1,0.4,0.4,6126,0.4,43603,0.4,0.5,231,0.4,,一般
2017/5/12,TXO,201705,9650,買權,-,-,-,-,0,331,5,-,-,-,-,,一般
2017/5/12,TXO,201705,9650,賣權,1.2,1.2,0.5,0.5,7547,0.5,15117,0.4,0.5,6,0.5,,一般
2017/5/12,TXO,201705,9700,買權,287,296,270,270,253,282,10588,281,283,330,73,,一般
2017/5/12,TXO,201705,9700,賣權,1.8,1.8,0.6,0.6,19211,0.6,43781,0.5,0.7,278,0.6,,一般
2017/5/12,TXO,201705,9750,買權,227,243,218,218,76,233,84,232,235,246,189,,一般
2017/5/12,TXO,201705,9750,賣權,2.4,2.5,1.1,1.1,14013,1.1,23107,1,1.1,11,1.1,,一般
2017/5/12,TXO,201705,9800,買權,189,199,170,170,2881,184,15510,183,185,260,39,,一般
2017/5/12,TXO,201705,9800,賣權,4.3,4.6,2.5,2.5,21401,2.6,43949,2.6,2.7,347,2.5,,一般
2017/5/12,TXO,201705,9850,買權,138,151,124,124,1080,136,2817,136,138,156,95,,一般
2017/5/12,TXO,201705,9850,賣權,7,8.9,5,5,18565,5.1,17578,5.1,5.2,26.5,5,,一般
2017/5/12,TXO,201705,9900,買權,99,107,81,81,12285,93,28697,93,94,199,17.5,,一般
2017/5/12,TXO,201705,9900,賣權,15,18,10.5,10.5,27876,11,36420,11,12,390,10.5,,一般
2017/5/12,TXO,201705,9950,買權,61,69,47.5,47.5,20977,56,21429,56,57,79,35.5,,一般
2017/5/12,TXO,201705,9950,賣權,31,34.5,22.5,22.5,33912,24.5,20563,24,24.5,68,22.5,,一般
2017/5/12,TXO,201705,10000,買權,35.5,40,25,25,44129,30,59253,30,30.5,145,7.1,,一般
2017/5/12,TXO,201705,10000,賣權,52,61,43,43,30403,47.5,19906,47.5,48,482,43,,一般
2017/5/12,TXO,201705,10100,買權,8.9,10.5,5.4,5.4,34275,6.7,29732,6.7,6.8,16.5,5.4,,一般
2017/5/12,TXO,201705,10100,賣權,127,139,115,115,3764,124,2230,124,125,187,115,,一般
2017/5/12,TXO,201705,10200,買權,3,3,1.2,1.2,17940,1.3,72992,1.2,1.3,88,1.2,,一般
2017/5/12,TXO,201705,10200,賣權,222,234,208,208,570,220,1216,218,220,605,208,,一般
2017/5/12,TXO,201705,10300,買權,0.5,0.6,0.2,0.2,16158,0.3,13105,0.2,0.3,0.6,0.2,,一般
2017/5/12,TXO,201705,10300,賣權,322,323,319,319,3,320,3,315,321,323,319,,一般
2017/5/12,TXO,201705,10400,買權,0.3,0.3,0.1,0.1,502,0.2,33078,0.1,0.3,48,0.1,,一般
2017/5/12,TXO,201705,10400,賣權,421,426,420,420,71,420,161,416,422,780,409,,一般
2017/5/12,TXO,201705,10600,買權,0.2,0.2,0.2,0.2,21,0.2,5423,0.1,0.2,25.5,0.1,,一般
2017/5/12,TXO,201705,10600,賣權,-,-,-,-,0,620,28,-,-,-,-,,一般
2017/5/12,TXO,201705,10800,買權,-,-,-,-,0,0.2,2615,-,-,-,-,,一般
2017/5/12,TXO,201705,10800,賣權,-,-,-,-,0,820,14,-,-,-,-,,一般
2017/5/12,TXO,201705,11000,買權,0.2,0.2,0.2,0.2,3,0.2,1042,0.1,0.2,6.2,0.1,,一般
2017/5/12,TXO,201705,11000,賣權,-,-,-,-,0,1020,2,-,-,-,-,,一般
2017/5/12,TXO,201705,11200,買權,0.1,0.2,0.1,0.1,33,0.2,584,-,0.2,3.1,0.1,,一般
2017/5/12,TXO,201705,11200,賣權,-,-,-,-,0,1220,1,-,-,-,-,,一般
2017/5/12,TXO,201705,11400,買權,-,-,-,-,0,0.1,482,-,-,-,-,,一般
2017/5/12,TXO,201705,11400,賣權,-,-,-,-,0,1420,5,-,-,-,-,,一般
2017/5/12,TXO,201705,11600,買權,-,-,-,-,0,0.1,234,-,-,-,-,,一般
2017/5/12,TXO,201705,11600,賣權,-,-,-,-,0,1620,0,-,-,-,-,,一般
2017/5/12,TXO,201706,7000,買權,-,-,-,-,0,2970,3,-,-,-,-,,一般
2017/5/12,TXO,201706,7000,賣權,0.1,0.3,0.1,0.1,42,0.2,8122,0.2,0.6,57,0.1,,一般
2017/5/12,TXO,201706,7100,買權,-,-,-,-,0,2870,0,-,-,-,-,,一般
2017/5/12,TXO,201706,7100,賣權,-,-,-,-,0,0.2,662,-,-,-,-,,一般
2017/5/12,TXO,201706,7200,買權,-,-,-,-,0,2770,0,-,-,-,-,,一般
2017/5/12,TXO,201706,7200,賣權,0.3,0.3,0.3,0.3,2,0.3,4776,0.2,0.4,96,0.3,,一般
2017/5/12,TXO,201706,7300,買權,-,-,-,-,0,2670,0,-,-,-,-,,一般
2017/5/12,TXO,201706,7300,賣權,0.3,0.3,0.3,0.3,40,0.3,333,0.2,0.4,3.3,0.3,,一般
2017/5/12,TXO,201706,7400,買權,-,-,-,-,0,2570,0,-,-,-,-,,一般
2017/5/12,TXO,201706,7400,賣權,0.5,0.5,0.5,0.5,2,0.4,2360,0.3,0.4,115,0.5,,一般
2017/5/12,TXO,201706,7500,買權,-,-,-,-,0,2470,0,-,-,-,-,,一般
2017/5/12,TXO,201706,7500,賣權,-,-,-,-,0,0.4,326,-,-,-,-,,一般
2017/5/12,TXO,201706,7600,買權,-,-,-,-,0,2370,0,-,-,-,-,,一般
2017/5/12,TXO,201706,7600,賣權,0.5,0.5,0.4,0.4,121,0.4,3547,0.4,0.5,140,0.4,,一般
2017/5/12,TXO,201706,7700,買權,-,-,-,-,0,2270,0,-,-,-,-,,一般
2017/5/12,TXO,201706,7700,賣權,0.7,0.7,0.7,0.7,10,0.6,368,0.5,0.7,5.5,0.6,,一般
2017/5/12,TXO,201706,7800,買權,-,-,-,-,0,2170,10,-,-,-,-,,一般
2017/5/12,TXO,201706,7800,賣權,0.8,0.8,0.8,0.8,11,0.7,2941,0.6,0.7,173,0.8,,一般
2017/5/12,TXO,201706,7900,買權,-,-,-,-,0,2070,0,-,-,-,-,,一般
2017/5/12,TXO,201706,7900,賣權,0.9,0.9,0.8,0.8,5,0.9,474,0.7,0.9,7.2,0.8,,一般
2017/5/12,TXO,201706,8000,買權,-,-,-,-,0,1970,45,-,-,-,-,,一般
2017/5/12,TXO,201706,8000,賣權,1.1,1.1,1,1,218,1,5767,0.8,1,212,1,,一般
2017/5/12,TXO,201706,8100,買權,-,-,-,-,0,1870,1,-,-,-,-,,一般
2017/5/12,TXO,201706,8100,賣權,1.3,1.3,1,1,59,1.1,2136,1,1.2,9.3,1,,一般
2017/5/12,TXO,201706,8200,買權,-,-,-,-,0,1770,35,-,-,-,-,,一般
2017/5/12,TXO,201706,8200,賣權,1.6,1.6,1.2,1.2,88,1.2,4284,1.1,1.3,262,1.2,,一般
2017/5/12,TXO,201706,8300,買權,-,-,-,-,0,1670,6,-,-,-,-,,一般
2017/5/12,TXO,201706,8300,賣權,1.6,1.7,1.4,1.4,273,1.4,1082,1.4,1.5,13,1.4,,一般
2017/5/12,TXO,201706,8400,買權,-,-,-,-,0,1570,44,-,-,-,-,,一般
2017/5/12,TXO,201706,8400,賣權,2,2.1,1.7,1.7,268,1.8,4394,1.6,1.8,285,1.7,,一般
2017/5/12,TXO,201706,8500,買權,-,-,-,-,0,1470,1,-,-,-,-,,一般
2017/5/12,TXO,201706,8500,賣權,2.3,2.3,1.8,1.8,104,1.8,1856,1.8,1.9,17,1.8,,一般
2017/5/12,TXO,201706,8600,買權,-,-,-,-,0,1370,69,-,-,-,-,,一般
2017/5/12,TXO,201706,8600,賣權,2.7,2.7,2.3,2.3,208,2.3,5444,2.1,2.3,370,2.3,,一般
2017/5/12,TXO,201706,8700,買權,-,-,-,-,0,1270,2,-,-,-,-,,一般
2017/5/12,TXO,201706,8700,賣權,3.1,3.1,2.5,2.5,203,2.6,2983,2.5,2.7,27,2.5,,一般
2017/5/12,TXO,201706,8800,買權,-,-,-,-,0,1170,188,-,-,-,-,,一般
2017/5/12,TXO,201706,8800,賣權,3.5,3.7,3,3,848,3,9863,3,3.1,475,3,,一般
2017/5/12,TXO,201706,8900,買權,-,-,-,-,0,1070,4,-,-,-,-,,一般
2017/5/12,TXO,201706,8900,賣權,4.3,4.3,3.6,3.6,524,3.6,3414,3.5,3.8,37,3.6,,一般
2017/5/12,TXO,201706,9000,買權,975,975,975,975,1,975,284,454,1420,975,280,,一般
2017/5/12,TXO,201706,9000,賣權,5,5.1,4.3,4.3,1193,4.3,9813,4.3,4.5,580,4.1,,一般
2017/5/12,TXO,201706,9100,買權,-,-,-,-,0,875,60,-,-,-,-,,一般
